DESCRIPTOR_NAME,Owner,NAMESPACE,CODE_VALUE,SHORT_DESCRIPTION,DESCRIPTION
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Nonpromotion - Immaturity,Nonpromotion - Immaturity,Nonpromotion - Immaturity
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Nonpromotion - Inadequate performance,Nonpromotion - Inadequate performance,Nonpromotion - Inadequate performance
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Nonpromotion - Insufficient credits,Nonpromotion - Insufficient credits,Nonpromotion - Insufficient credits
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Nonpromotion - Other,Nonpromotion - Other,Nonpromotion - Other
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Nonpromotion - Prolonged absence,Nonpromotion - Prolonged absence,Nonpromotion - Prolonged absence
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Promotion - Accelerated promotion,Promotion - Accelerated promotion,Promotion - Accelerated promotion
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Promotion - Continuous promotion,Promotion - Continuous promotion,Promotion - Continuous promotion
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Promotion - Other,Promotion - Other,Promotion - Other
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Promotion - Probationary promotion,Promotion - Probationary promotion,Promotion - Probationary promotion
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Promotion - Regular promotion,Promotion - Regular promotion,Promotion - Regular promotion
entry_grade_level_reason_descriptors,ed-fi,uri://ed-fi.org/EntryGradeLevelReasonDescriptor,Promotion - Variable progress,Promotion - Variable progress,Promotion - Variable progress
entry_type_descriptors,ed-fi,uri://ed-fi.org/EntryTypeDescriptor,New to education system,New to education system,New to education system
entry_type_descriptors,ed-fi,uri://ed-fi.org/EntryTypeDescriptor,Next year school,Next year school,Next year school
entry_type_descriptors,ed-fi,uri://ed-fi.org/EntryTypeDescriptor,Other,Other,Other
entry_type_descriptors,ed-fi,uri://ed-fi.org/EntryTypeDescriptor,Re-entry,Re-entry,Re-entry
entry_type_descriptors,ed-fi,uri://ed-fi.org/EntryTypeDescriptor,Transfer,Transfer,Transfer
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Administration or system failure,Administration or system failure,Administration or system failure
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Catastrophic illness or accident,Catastrophic illness or accident,Catastrophic illness or accident
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Cheating,Cheating,Cheating
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Chronic absences,Chronic absences,Chronic absences
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Cross-enrolled,Cross-enrolled,Cross-enrolled
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Earlier truancy,Earlier truancy,Earlier truancy
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Fire alarm,Fire alarm,Fire alarm
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Foreign exchange student,Foreign exchange student,Foreign exchange student
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Home schooled for assessed subjects,Home schooled for assessed subjects,Home schooled for assessed subjects
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Homebound,Homebound,Homebound
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Incarcerated at adult facility,Incarcerated at adult facility,Incarcerated at adult facility
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Left testing,Left testing,Left testing
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Long-term suspension - non-special education,Long-term suspension - non-special education,Long-term suspension - non-special education
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Non-special ed student used calculator,Non-special education student used calculator on non-calculator items,Non-special education student used calculator on non-calculator items
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Only for writing,Only for writing,Only for writing
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Other,Other,Other
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Other reason for ineligibility,Other reason for ineligibility,Other reason for ineligibility
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Other reason for nonparticipation,Other reason for nonparticipation,Other reason for nonparticipation
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Parent refusal,Parent refusal,Parent refusal
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Psychological factors of emotional trauma,Psychological factors of emotional trauma,Psychological factors of emotional trauma
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Reading passage read to student (IEP),Reading passage read to student (IEP),Reading passage read to student (IEP)
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Short-term suspension - non-special education,Short-term suspension - non-special education,Short-term suspension - non-special education
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Special detention center,Special detention center,Special detention center
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Special treatment center,Special treatment center,Special treatment center
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Student not showing adequate effort,Student not showing adequate effort,Student not showing adequate effort
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Student refusal,Student refusal,Student refusal
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Student took this grade level assessment last year,Student took this grade level assessment last year,Student took this grade level assessment last year
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Student used math journal (non-IEP),Student used math journal (non-IEP),Student used math journal (non-IEP)
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Suspension - special education,Suspension - special education,Suspension - special education
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Teacher cheating or mis-admin,Teacher cheating or mis-admin,Teacher cheating or mis-admin
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Truancy - no paperwork filed,Truancy - no paperwork filed,Truancy - no paperwork filed
event_circumstance_descriptors,ed-fi,uri://ed-fi.org/EventCircumstanceDescriptor,Truancy - paperwork filed,Truancy - paperwork filed,Truancy - paperwork filed
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Completed,Completed,Completed
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Died or is permanently incapacitated,Died or is permanently incapacitated,Died or is permanently incapacitated
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Dropout,Dropout,Dropout
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,End of school year,End of school year,End of school year
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Enrolled in a high school diploma program,Enrolled in a high school diploma program,Enrolled in a high school diploma program
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Expelled,Expelled,Expelled
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Graduated,Graduated,Graduated
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Incarcerated,Incarcerated,Incarcerated
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Invalid enrollment,Invalid enrollment,Invalid enrollment
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Involuntarily Removed,Involuntarily Removed,Involuntarily Removed
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,No show,No show,No show
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Other,Other,Other
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Reached maximum age,Reached maximum age,Reached maximum age
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Transferred,Transferred,Transferred
exit_withdraw_type_descriptors,ed-fi,uri://ed-fi.org/ExitWithdrawTypeDescriptor,Withdrawn,Withdrawn,Withdrawn
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Adult Education,Adult Education,Adult Education
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Early Education,Early Education,Early Education
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Eighth grade,Eighth grade,Eighth grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Eleventh grade,Eleventh grade,Eleventh grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Fifth grade,Fifth grade,Fifth grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,First grade,First grade,First grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Fourth grade,Fourth grade,Fourth grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Grade 13,Grade 13,Grade 13
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Infant/toddler,Infant/toddler,Infant/toddler
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Kindergarten,Kindergarten,Kindergarten
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Ninth grade,Ninth grade,Ninth grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,No grade level,No grade level,No grade level
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Other,Other,Other
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Postsecondary,Postsecondary,Postsecondary
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Preschool/Prekindergarten,Preschool/Prekindergarten,Preschool/Prekindergarten
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Second grade,Second grade,Second grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Seventh grade,Seventh grade,Seventh grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Sixth grade,Sixth grade,Sixth grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Tenth grade,Tenth grade,Tenth grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Third grade,Third grade,Third grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Twelfth grade,Twelfth grade,Twelfth grade
grade_level_descriptors,ed-fi,uri://ed-fi.org/GradeLevelDescriptor,Ungraded,Ungraded,Ungraded
grade_point_average_type_descriptors,ed-fi,uri://ed-fi.org/GradePointAverageTypeDescriptor,Unweighted,Unweighted,Unweighted
grade_point_average_type_descriptors,ed-fi,uri://ed-fi.org/GradePointAverageTypeDescriptor,Weighted,Weighted,Weighted
grade_type_descriptors,ed-fi,uri://ed-fi.org/GradeTypeDescriptor,Conduct,Conduct,Conduct
grade_type_descriptors,ed-fi,uri://ed-fi.org/GradeTypeDescriptor,Exam,Exam,Exam
grade_type_descriptors,ed-fi,uri://ed-fi.org/GradeTypeDescriptor,Final,Final,Final
grade_type_descriptors,ed-fi,uri://ed-fi.org/GradeTypeDescriptor,Grading Period,Grading Period,Grading Period
grade_type_descriptors,ed-fi,uri://ed-fi.org/GradeTypeDescriptor,Mid-Term Grade,Mid-Term Grade,Mid-Term Grade
grade_type_descriptors,ed-fi,uri://ed-fi.org/GradeTypeDescriptor,Progress Report,Progress Report,Progress Report
grade_type_descriptors,ed-fi,uri://ed-fi.org/GradeTypeDescriptor,Semester,Semester,Semester
gradebook_entry_type_descriptors,ed-fi,uri://ed-fi.org/GradebookEntryTypeDescriptor,Activity,Activity,Activity
gradebook_entry_type_descriptors,ed-fi,uri://ed-fi.org/GradebookEntryTypeDescriptor,Assignment,Assignment,Assignment
gradebook_entry_type_descriptors,ed-fi,uri://ed-fi.org/GradebookEntryTypeDescriptor,Classroom Assessment,Classroom Assessment,Classroom Assessment
gradebook_entry_type_descriptors,ed-fi,uri://ed-fi.org/GradebookEntryTypeDescriptor,Homework,Homework,Homework
gradebook_entry_type_descriptors,ed-fi,uri://ed-fi.org/GradebookEntryTypeDescriptor,Lesson,Lesson,Lesson
gradebook_entry_type_descriptors,ed-fi,uri://ed-fi.org/GradebookEntryTypeDescriptor,Oral Presentation,Oral Presentation,Oral Presentation
gradebook_entry_type_descriptors,ed-fi,uri://ed-fi.org/GradebookEntryTypeDescriptor,Quiz,Quiz,Quiz
gradebook_entry_type_descriptors,ed-fi,uri://ed-fi.org/GradebookEntryTypeDescriptor,Unit Test,Unit Test,Unit Test
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,End of Year,End of Year,End of Year
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Fifth Six Weeks,Fifth Six Weeks,Fifth Six Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,First Nine Weeks,First Nine Weeks,First Nine Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,First Semester,First Semester,First Semester
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,First Six Weeks,First Six Weeks,First Six Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,First Summer Session,First Summer Session,First Summer Session
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,First Trimester,First Trimester,First Trimester
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Fourth Nine Weeks,Fourth Nine Weeks,Fourth Nine Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Fourth Six Weeks,Fourth Six Weeks,Fourth Six Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Second Nine Weeks,Second Nine Weeks,Second Nine Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Second Semester,Second Semester,Second Semester
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Second Six Weeks,Second Six Weeks,Second Six Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Second Summer Session,Second Summer Session,Second Summer Session
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Second Trimester,Second Trimester,Second Trimester
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Sixth Six Weeks,Sixth Six Weeks,Sixth Six Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Summer Semester,Summer Semester,Summer Semester
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Third Nine Weeks,Third Nine Weeks,Third Nine Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Third Six Weeks,Third Six Weeks,Third Six Weeks
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Third Summer Session,Third Summer Session,Third Summer Session
grading_period_descriptors,ed-fi,uri://ed-fi.org/GradingPeriodDescriptor,Third Trimester,Third Trimester,Third Trimester
graduation_plan_type_descriptors,ed-fi,uri://ed-fi.org/GraduationPlanTypeDescriptor,Career and Technical Education,Career and Technical Education,Career and Technical Education
graduation_plan_type_descriptors,ed-fi,uri://ed-fi.org/GraduationPlanTypeDescriptor,Distinguished,Distinguished,Distinguished
graduation_plan_type_descriptors,ed-fi,uri://ed-fi.org/GraduationPlanTypeDescriptor,Minimum,Minimum,Minimum
graduation_plan_type_descriptors,ed-fi,uri://ed-fi.org/GraduationPlanTypeDescriptor,Recommended,Recommended,Recommended
graduation_plan_type_descriptors,ed-fi,uri://ed-fi.org/GraduationPlanTypeDescriptor,Standard,Standard,Standard
gun_free_schools_act_reporting_status_descriptors,ed-fi,uri://ed-fi.org/GunFreeSchoolsActReportingStatusDescriptor,No,No,No
gun_free_schools_act_reporting_status_descriptors,ed-fi,uri://ed-fi.org/GunFreeSchoolsActReportingStatusDescriptor,Not applicable,Not applicable,Not applicable
gun_free_schools_act_reporting_status_descriptors,ed-fi,uri://ed-fi.org/GunFreeSchoolsActReportingStatusDescriptor,"Yes, with no reported offenses","Yes, with no reported offenses","Yes, with no reported offenses"
gun_free_schools_act_reporting_status_descriptors,ed-fi,uri://ed-fi.org/GunFreeSchoolsActReportingStatusDescriptor,"Yes, with one or more student offenses","Yes, with reporting of one or more students for an offense","Yes, with reporting of one or more students for an offense"
homeless_primary_nighttime_residence_descriptors,ed-fi,uri://ed-fi.org/HomelessPrimaryNighttimeResidenceDescriptor,Doubled-up,Doubled-up,Doubled-up
homeless_primary_nighttime_residence_descriptors,ed-fi,uri://ed-fi.org/HomelessPrimaryNighttimeResidenceDescriptor,Hotels/motels,Hotels/motels,Hotels/motels
homeless_primary_nighttime_residence_descriptors,ed-fi,uri://ed-fi.org/HomelessPrimaryNighttimeResidenceDescriptor,Shelters,Shelters,Shelters
homeless_primary_nighttime_residence_descriptors,ed-fi,uri://ed-fi.org/HomelessPrimaryNighttimeResidenceDescriptor,Unsheltered,Unsheltered,Unsheltered
homeless_program_service_descriptors,ed-fi,uri://ed-fi.org/HomelessProgramServiceDescriptor,Early Childhood Education Programs,Early Childhood Education Programs,Early Childhood Education Programs
homeless_program_service_descriptors,ed-fi,uri://ed-fi.org/HomelessProgramServiceDescriptor,Emergency Assistance,Emergency Assistance,Emergency Assistance
homeless_program_service_descriptors,ed-fi,uri://ed-fi.org/HomelessProgramServiceDescriptor,Expedited Evaluations,Expedited Evaluations,Expedited Evaluations
homeless_program_service_descriptors,ed-fi,uri://ed-fi.org/HomelessProgramServiceDescriptor,External Instructional Services,External Instructional Services,External Instructional Services
homeless_program_service_descriptors,ed-fi,uri://ed-fi.org/HomelessProgramServiceDescriptor,Instructional Services,Instructional Services,Instructional Services
homeless_program_service_descriptors,ed-fi,uri://ed-fi.org/HomelessProgramServiceDescriptor,Medical Referrals,Medical Referrals,Medical Referrals
homeless_program_service_descriptors,ed-fi,uri://ed-fi.org/HomelessProgramServiceDescriptor,Specialized Instructional Support Services,Specialized Instructional Support Services,Specialized Instructional Support Services
homeless_program_service_descriptors,ed-fi,uri://ed-fi.org/HomelessProgramServiceDescriptor,Transportation Services,Transportation Services,Transportation Services
identification_document_use_descriptors,ed-fi,uri://ed-fi.org/IdentificationDocumentUseDescriptor,Foreign Citizenship Identification,Foreign Citizenship Identification,Foreign Citizenship Identification
identification_document_use_descriptors,ed-fi,uri://ed-fi.org/IdentificationDocumentUseDescriptor,Personal Information Verification,Personal Information Verification,Personal Information Verification
identification_document_use_descriptors,ed-fi,uri://ed-fi.org/IdentificationDocumentUseDescriptor,US Citizenship Identification,US Citizenship Identification,US Citizenship Identification
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Administrative offices area,Administrative offices area,Administrative offices area
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Athletic field or playground,Athletic field or playground,Athletic field or playground
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Auditorium,Auditorium,Auditorium
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Bus stop,Bus stop,Bus stop
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Cafeteria area,Cafeteria area,Cafeteria area
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Classroom,Classroom,Classroom
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Computer lab,Computer lab,Computer lab
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Hallway or stairs,Hallway or stairs,Hallway or stairs
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Library/media center,Library/media center,Library/media center
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Locker room or gym areas,Locker room or gym areas,Locker room or gym areas
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Off campus,Off campus,Off campus
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Off-campus at a school sponsored activity,Off-campus at a school sponsored activity,Off-campus at a school sponsored activity
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Off-campus at another location unrelated to school,Off-campus at another location unrelated to school,Off-campus at another location unrelated to school
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Off-campus at other school,Off-campus at other school,Off-campus at other school
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Off-campus at other school district facility,Off-campus at other school district facility,Off-campus at other school district facility
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,On campus,On campus,On campus
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,On-campus other inside area,On-campus other inside area,On-campus other inside area
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,On-campus other outside area,On-campus other outside area,On-campus other outside area
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Online,Online,Online
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Parking lot,Parking lot,Parking lot
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Restroom,Restroom,Restroom
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,School bus,School bus,School bus
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Stadium,Stadium,Stadium
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Unknown,Unknown,Unknown
incident_location_descriptors,ed-fi,uri://ed-fi.org/IncidentLocationDescriptor,Walking to or from school,Walking to or from school,Walking to or from school
institution_telephone_number_type_descriptors,ed-fi,uri://ed-fi.org/InstitutionTelephoneNumberTypeDescriptor,Administrative,Administrative,Administrative
institution_telephone_number_type_descriptors,ed-fi,uri://ed-fi.org/InstitutionTelephoneNumberTypeDescriptor,Attendance,Attendance,Attendance
institution_telephone_number_type_descriptors,ed-fi,uri://ed-fi.org/InstitutionTelephoneNumberTypeDescriptor,Fax,Fax,Fax
institution_telephone_number_type_descriptors,ed-fi,uri://ed-fi.org/InstitutionTelephoneNumberTypeDescriptor,Food Service,Food Service,Food Service
institution_telephone_number_type_descriptors,ed-fi,uri://ed-fi.org/InstitutionTelephoneNumberTypeDescriptor,Health Clinic,Health Clinic,Health Clinic
institution_telephone_number_type_descriptors,ed-fi,uri://ed-fi.org/InstitutionTelephoneNumberTypeDescriptor,Main,Main,Main
institution_telephone_number_type_descriptors,ed-fi,uri://ed-fi.org/InstitutionTelephoneNumberTypeDescriptor,Other,Other,Other
interactivity_style_descriptors,ed-fi,uri://ed-fi.org/InteractivityStyleDescriptor,Active,Active,Active
interactivity_style_descriptors,ed-fi,uri://ed-fi.org/InteractivityStyleDescriptor,Expositive,Expositive,Expositive
interactivity_style_descriptors,ed-fi,uri://ed-fi.org/InteractivityStyleDescriptor,Mixed,Mixed,Mixed
interactivity_style_descriptors,ed-fi,uri://ed-fi.org/InteractivityStyleDescriptor,Other,Other,Other
internet_access_descriptors,ed-fi,uri://ed-fi.org/InternetAccessDescriptor,High Speed,High Speed,High Speed
internet_access_descriptors,ed-fi,uri://ed-fi.org/InternetAccessDescriptor,Less Than High Speed,Less Than High Speed,Less Than High Speed
internet_access_descriptors,ed-fi,uri://ed-fi.org/InternetAccessDescriptor,None,None,None
internet_access_type_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetAccessTypeInResidenceDescriptor,Cellular Network,Cellular Network,The type of internet service used in the studentâ€™s primary place of residence is a cellular network that creates a hot spot using a cell phone for additional device access or access to the internet is only available through a cellular device.
internet_access_type_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetAccessTypeInResidenceDescriptor,Community Provided Wi-Fi,Community Provided Wi-Fi,The type of internet service used in the studentâ€™s primary place of residence is community provided Wi-Fi.
internet_access_type_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetAccessTypeInResidenceDescriptor,Dial-up,Dial-up,The type of internet service used in the studentâ€™s primary place of residence is dial-up.
internet_access_type_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetAccessTypeInResidenceDescriptor,Hot Spot,Hot Spot,The type of internet service used in the studentâ€™s primary place of residence is a standalone hot spot device that is not a cell phone that allows for additional device access.
internet_access_type_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetAccessTypeInResidenceDescriptor,None,None,There is no internet service in the studentâ€™s primary place of residence.
internet_access_type_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetAccessTypeInResidenceDescriptor,Other,Other,The type of internet service used in the studentâ€™s primary place of residence is not yet defined.
internet_access_type_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetAccessTypeInResidenceDescriptor,Residential Broadband,Residential Broadband,The type of internet service used in the studentâ€™s primary place of residence is residential broadband.
internet_access_type_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetAccessTypeInResidenceDescriptor,Satellite,Satellite,The type of internet service used in the studentâ€™s primary place of residence is satellite.
internet_access_type_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetAccessTypeInResidenceDescriptor,Unknown,Unknown,It is not known whether there is internet service in the studentâ€™s primary place of residence.
internet_performance_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetPerformanceInResidenceDescriptor,No,No,The student is unable to complete learning activities due to poor internet performance in their primary place of residence.
internet_performance_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetPerformanceInResidenceDescriptor,Sometimes,Sometimes,The student regularly experiences interruptions in learning activities caused by poor internet performance in their primary place of residence.
internet_performance_in_residence_descriptors,ed-fi,uri://ed-fi.org/InternetPerformanceInResidenceDescriptor,Yes,Yes,The student experiences very few or no interruptions in learning activities caused by poor internet performance in their primary place of residence.
intervention_class_descriptors,ed-fi,uri://ed-fi.org/InterventionClassDescriptor,Curriculum,Curriculum,Curriculum
intervention_class_descriptors,ed-fi,uri://ed-fi.org/InterventionClassDescriptor,Other,Other,Other
intervention_class_descriptors,ed-fi,uri://ed-fi.org/InterventionClassDescriptor,Practice,Practice,Practice
intervention_class_descriptors,ed-fi,uri://ed-fi.org/InterventionClassDescriptor,Supplement,Supplement,Supplement
