DESCRIPTOR_NAME,Owner,NAMESPACE,CODE_VALUE,SHORT_DESCRIPTION,DESCRIPTION
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Cowlitz,Cowlitz,Cowlitz Indian Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Coyote Valley,Coyote Valley,Coyote Valley Band of Pomo Indians of California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Craig,Craig,Craig Tribal Association
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Crooked Creek,Crooked Creek,Village of Crooked Creek
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Crow,Crow,Crow Tribe of Montana
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Crow Creek,Crow Creek,"Crow Creek Sioux Tribe of the Crow Creek Reservation, SD"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Curyung,Curyung,Curyung Tribal Council
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Deering,Deering,Native Village of Deering
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Delaware Nation,Delaware Nation,"Delaware Nation, Oklahoma"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Delaware Tribe,Delaware Tribe,Delaware Tribe of Indians
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Diomede,Diomede,Native Village of Diomede (aka Inalik)
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Dot Lake,Dot Lake,Village of Dot Lake
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Douglas,Douglas,Douglas Indian Association
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Dry Creek,Dry Creek,"Dry Creek Rancheria Band of Pomo Indians, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Duckwater,Duckwater,"Duckwater Shoshone Tribe of the Duckwater Reservation, Nevada"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Eagle,Eagle,Native Village of Eagle
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Eastern Cherokee,Eastern Cherokee,Eastern Band of Cherokee Indians
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Eastern Shawnee,Eastern Shawnee,Eastern Shawnee Tribe of Oklahoma
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Eastern Shoshone,Eastern Shoshone,"Eastern Shoshone Tribe of the Wind River Reservation, Wyoming"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Eek,Eek,Native Village of Eek
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Egegik,Egegik,Egegik Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Eklutna,Eklutna,Eklutna Native Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Ekuk,Ekuk,Native Village of Ekuk
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Ekwok,Ekwok,Native Village of Ekwok
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Elem,Elem,"Elem Indian Colony of Pomo Indians of the Sulphur Bank Rancheria, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Elim IRA,Elim IRA,Native Village of Elim
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Elk Valley,Elk Valley,"Elk Valley Rancheria, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Ely Shoshone,Ely Shoshone,Ely Shoshone Tribe of Nevada
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Emmonak,Emmonak,Emmonak Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Enterprise,Enterprise,Enterprise Rancheria of Maidu Indians of California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Evansville,Evansville,Evansville Village (aka Bettles Field)
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Ewiiaapaayp,Ewiiaapaayp,"Ewiiaapaayp Band of Kumeyaay Indians, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Eyak,Eyak,Native Village of Eyak (Cordova)
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,False Pass,False Pass,Native Village of False Pass
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Federated Indians of Graton,Federated Indians of Graton,"Federated Indians of Graton Rancheria, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Flandreau,Flandreau,Flandreau Santee Sioux Tribe of South Dakota
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Fond du Lac,Fond du Lac,Minnesota Chippewa Tribe - Fond du Lac Band
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Forest County,Forest County,"Forest County Potawatomi Community, Wisconsin"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Fort Bidwell,Fort Bidwell,Fort Bidwell Indian Community of the Fort Bidwell Reservation of California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Fort Independence,Fort Independence,"Fort Independence Indian Community of Paiute Indians of the Fort Independence Reservation, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Fort McDermitt,Fort McDermitt,"Fort McDermitt Paiute and Shoshone Tribes of the Fort McDermitt Indian Reservation, Nevada and Oregon"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Fort McDowell,Fort McDowell,"Fort McDowell Yavapai Nation, Arizona"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Fort Mojave,Fort Mojave,"Fort Mojave Indian Tribe of Arizona, California & Nevada"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Fort Sill,Fort Sill,Fort Sill Apache Tribe of Oklahoma
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Fort Yukon,Fort Yukon,Native Village of Fort Yukon
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Gakona,Gakona,Native Village of Gakona
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Galena,Galena,Galena Village (aka Louden Village)
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Gambell,Gambell,Native Village of Gambell
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Georgetown,Georgetown,Native Village of Georgetown
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Gila River,Gila River,"Gila River Indian Community of the Gila River Indian Reservation, Arizona"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Goodnews Bay,Goodnews Bay,Native Village of Goodnews Bay
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Grand Portage,Grand Portage,Minnesota Chippewa Tribe - Grand Portage Band
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Grand Ronde Tribes,Grand Ronde Tribes,Confederated Tribes of the Grand Ronde Community of Oregon
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Grand Traverse,Grand Traverse,"Grand Traverse Band of Ottawa & Chippewa Indians, Michigan"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Grayling,Grayling,Organized Village of Grayling (aka Holikachuk)
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Greenville,Greenville,Greenville Rancheria
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Grindstone,Grindstone,Grindstone Indian Rancheria of Wintun-Wailaki Indians of California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Guidiville,Guidiville,Guidiville Rancheria of California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Gulkana,Gulkana,Gulkana Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Habematolel,Habematolel,"Habematolel Pomo of Upper Lake, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hamilton,Hamilton,Native Village of Hamilton
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hannahville,Hannahville,"Hannahville Indian Community, Michigan"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Havasupai,Havasupai,"Havasupai Tribe of the Havasupai Reservation, Arizona"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Healy Lake,Healy Lake,Healy Lake Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Ho-Chunk,Ho-Chunk,Ho-Chunk Nation of Wisconsin
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hoh,Hoh,Hoh Indian Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Holy Cross,Holy Cross,Holy Cross Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hoonah,Hoonah,Hoonah Indian Association
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hoopa,Hoopa,"Hoopa Valley Tribe, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hooper Bay,Hooper Bay,Native Village of Hooper Bay
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hopi,Hopi,Hopi Tribe of Arizona
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hopland,Hopland,"Hopland Band of Pomo Indians, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Houlton,Houlton,Houlton Band of Maliseet Indians
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hualapai,Hualapai,"Hualapai Indian Tribe of the Hualapai Indian Reservation, Arizona"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hughes,Hughes,Hughes Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Huslia,Huslia,Huslia Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Hydaburg,Hydaburg,Hydaburg Cooperative Association
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Igiugig,Igiugig,Igiugig Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Iipay,Iipay,"Iipay Nation of Santa Ysabel, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Iliamna,Iliamna,Village of Iliamna
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Inaja,Inaja,"Inaja Band of Diegueno Mission Indians of the Inaja and Cosmit Reservation, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Ione,Ione,Ione Band of Miwok Indians of California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Iowa of Kansas,Iowa of Kansas,Iowa Tribe of Kansas & Nebraska
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Iowa of Oklahoma,Iowa of Oklahoma,Iowa Tribe of Oklahoma
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Iqurmuit,Iqurmuit,Iqurmuit Traditional Council
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Ivanof Bay Tribe,Ivanof Bay Tribe,Ivanof Bay Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Jackson,Jackson,Jackson Band of Miwuk Indians
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Jamestown,Jamestown,Jamestown S'Klallam Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Jamul,Jamul,Jamul Indian Village of California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Jena,Jena,Jena Band of Choctaw Indians
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Jicarilla,Jicarilla,"Jicarilla Apache Nation, New Mexico"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kaguyuk,Kaguyuk,Kaguyak Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kaibab,Kaibab,"Kaibab Band of Paiute Indians of the Kaibab Indian Reservation, Arizona"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kake,Kake,Organized Village of Kake
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kaktovik,Kaktovik,Kaktovik Village (aka Barter Island)
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kalispel,Kalispel,Kalispel Indian Community of the Kalispel Reservation
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kalskag,Kalskag,Village of Kalskag
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kaltag,Kaltag,Village of Kaltag
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kanatak,Kanatak,Native Village of Kanatak
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Karluk,Karluk,Native Village of Karluk
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Karuk,Karuk,Karuk Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kasaan,Kasaan,Organized Village of Kasaan
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kashia,Kashia,"Kashia Band of Pomo Indians of the Stewarts Point Rancheria, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kasigluk,Kasigluk,Kasigluk Traditional Elders Council
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kaw,Kaw,"Kaw Nation, Oklahoma"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kenaitze,Kenaitze,Kenaitze Indian Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Ketchikan,Ketchikan,Ketchikan Indian Corporation
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kewa Pueblo,Kewa Pueblo,Kewa Pueblo
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Keweenaw,Keweenaw,"Keweenaw Bay Indian Community, Michigan"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kialegee,Kialegee,Kialegee Tribal Town
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kiana,Kiana,Native Village of Kiana
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kickapoo of Kansas,Kickapoo of Kansas,Kickapoo Tribe in Kansas
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kickapoo of Oklahoma,Kickapoo of Oklahoma,Kickapoo Tribe of Oklahoma
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kickapoo of Texas,Kickapoo of Texas,Kickapoo Traditional Tribe of Texas
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,King Island,King Island,King Island Native Community
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,King Salmon,King Salmon,King Salmon Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kiowa,Kiowa,Kiowa Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kipnuk,Kipnuk,Native Village of Kipnuk
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kivalina,Kivalina,Native Village of Kivalina
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Klamath,Klamath,Klamath Tribes
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Klawock,Klawock,Klawock Cooperative Association
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kluti-Kaah,Kluti-Kaah,Native Village of Kluti-Kaah (aka Copper Center)
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Knik,Knik,Knik Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kobuk,Kobuk,Native Village of Kobuk
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Koi,Koi,Koi Nation of Northern California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kokhanok,Kokhanok,Kokhanok Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kongiganak,Kongiganak,Native Village of Kongiganak
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kootenai,Kootenai,Kootenai Tribe of Idaho
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kotlik,Kotlik,Village of Kotlik
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kotzebue,Kotzebue,Native Village of Kotzebue
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Koyuk,Koyuk,Native Village of Koyuk
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Koyukuk,Koyukuk,Koyukuk Native Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kwethluk,Kwethluk,Organized Village of Kwethluk
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kwigillingok,Kwigillingok,Native Village of Kwigillingok
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Kwinhagak,Kwinhagak,Native Village of Kwinhagak (aka Quinhagak)
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,La Jolla,La Jolla,"La Jolla Band of Luiseno Indians, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,La Posta,La Posta,"La Posta Band of Diegueno Mission Indians of the La Posta Indian Reservation, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lac Courte Oreilles,Lac Courte Oreilles,Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lac Vieux,Lac Vieux,Lac Vieux Desert Band of Lake Superior Chippewa Indians of MI
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lac du Flambeau,Lac du Flambeau,Lac du Flambeau Band of Lake Superior Chippewa Indians of Wisconsin
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Larsen Bay,Larsen Bay,Native Village of Larsen Bay
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Las Vegas,Las Vegas,"Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony, Nevada"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Leech Lake,Leech Lake,Minnesota Chippewa Tribe - Leech Lake Band
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Levelock,Levelock,Levelock Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lime,Lime,Lime Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Little River,Little River,"Little River Band of Ottawa Indians, Michigan"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Little Traverse,Little Traverse,"Little Traverse Bay Bands of Odawa Indians, Michigan"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lone Pine,Lone Pine,Lone Pine Paiute-Shoshone Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Los Coyotes,Los Coyotes,"Los Coyotes Band of Cahuilla & Cupeno Indians, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lovelock,Lovelock,"Lovelock Paiute Tribe of the Lovelock Indian Colony, Nevada"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lower Brule,Lower Brule,"Lower Brule Sioux Tribe of the Lower Brule Reservation, SD"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lower Elwha,Lower Elwha,Lower Elwha Tribal Community
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lower Kalskag,Lower Kalskag,Village of Lower Kalskag
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lower Sioux,Lower Sioux,Lower Sioux Indian Community in the State of Minnesota
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lummi,Lummi,Lummi Tribe of the Lummi Reservation
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Lytton,Lytton,Lytton Rancheria of California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Makah,Makah,Makah Indian Tribe of the Makah Indian Reservation
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Manchester,Manchester,"Manchester Band of Pomo Indians of the Manchester Rancheria, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Manley Hot Springs,Manley Hot Springs,Manley Hot Springs Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Manokotak,Manokotak,Manokotak Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Manzanita,Manzanita,"Manzanita Band of Diegueno Mission Indians of the Manzanita Reservation, Califonria"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Marshall,Marshall,Native Village of Marshall (aka Fortuna Ledge)
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mary's Igloo,Mary's Igloo,Native Village of Mary's Igloo
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mashantucket Pequot,Mashantucket Pequot,Mashantucket Pequot Indian Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mashpee,Mashpee,Mashpee Wampanoag Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Match-e-be-nash-she-wish Band,Match-e-be-nash-she-wish Band,Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mcgrath,Mcgrath,McGrath Native Village
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mechoopda,Mechoopda,"Mechoopda Indian Tribe of Chico Rancheria, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mekoryuk,Mekoryuk,Native Village of Mekoryuk
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Menominee,Menominee,Menominee Indian Tribe of Wisconsin
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mentasta,Mentasta,Mentasta Traditional Council
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mesa Grande,Mesa Grande,"Mesa Grande Band of Diegueno Mission Indians of the Mesa Grande Reservation, California"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mescalero,Mescalero,Mescalero Apache Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Metlakatla,Metlakatla,"Metlakatla Indian Community, Annette Island Reserve"
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Miami of Oklahoma,Miami of Oklahoma,Miami Tribe of Oklahoma
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Miccosukee,Miccosukee,Miccosukee Tribe of Indians
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Middletown,Middletown,Middletown Rancheria of Pomo Indians of California
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mille Lacs,Mille Lacs,Minnesota Chippewa Tribe - Mille Lacs Band
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Minnesota Chippewa,Minnesota Chippewa,Minnesota Chippewa Tribe
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Minto,Minto,Native Village of Minto
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Mississippi Choctaw,Mississippi Choctaw,Mississippi Band of Choctaw Indians
tribal_affiliation_descriptors,ed-fi,uri://ed-fi.org/TribalAffiliationDescriptor,Moapa,Moapa,"Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada"
